1,1,0.00,0.00,5.00
1,2,0.00,0.00,5.00
1,3,0.00,0.00,5.00
1,4,0.00,0.00,5.00
1,5,0.00,0.00,5.00
1,6,0.00,0.00,5.00
1,7,0.00,0.00,5.00
1,8,0.00,0.00,5.00
1,9,0.00,0.00,5.00
1,10,0.00,0.00,5.00
1,11,0.00,0.00,5.00
1,12,0.00,0.00,5.00
1,13,0.00,0.00,5.00
1,14,0.00,0.00,5.00
1,15,0.00,0.00,5.00
1,16,0.00,0.00,5.00
1,17,0.00,0.00,5.00
1,18,0.00,0.00,5.00
1,19,0.00,0.00,5.00
1,20,0.00,50.00,16.88
1,21,0.00,50.00,28.75
1,22,0.00,47.37,40.00
1,23,0.00,0.00,40.00
1,24,0.00,0.00,40.00
1,25,0.00,0.00,40.00
1,26,0.00,0.00,40.00
1,27,0.00,0.00,40.00
1,28,0.00,0.00,40.00
1,29,0.00,0.00,40.00
1,30,0.00,0.00,40.00
1,31,0.00,0.00,40.00
1,32,0.00,0.00,40.00
1,33,0.00,0.00,40.00
1,34,0.00,0.00,40.00
1,35,0.00,0.00,40.00
1,36,0.00,0.00,40.00
1,37,0.00,0.00,40.00
1,38,0.00,0.00,40.00
1,39,0.00,0.00,40.00
1,40,0.00,0.00,40.00
1,41,0.00,0.00,40.00
1,42,0.00,0.00,40.00
1,43,0.00,0.00,40.00
1,44,0.00,0.00,40.00
1,45,0.00,0.00,40.00
1,46,0.00,0.00,40.00
1,47,0.00,0.00,40.00
1,48,0.00,0.00,40.00
1,49,0.00,0.00,40.00
1,50,0.00,0.00,40.00
1,51,0.00,0.00,40.00
1,52,0.00,0.00,40.00
1,53,0.00,0.00,40.00
1,54,0.00,0.00,40.00
1,55,0.00,0.00,40.00
1,56,0.00,0.00,40.00
1,57,0.00,0.00,40.00
1,58,0.00,0.00,40.00
1,59,0.00,0.00,40.00
1,60,0.00,0.00,40.00
1,61,0.00,0.00,40.00
1,62,0.00,0.00,40.00
1,63,0.00,0.00,40.00
1,64,0.00,0.00,40.00
1,65,0.00,0.00,40.00
1,66,0.00,0.00,40.00
1,67,0.00,0.00,40.00
1,68,0.00,0.00,40.00
1,69,0.00,0.00,40.00
1,70,0.00,0.00,40.00
1,71,0.00,0.00,40.00
1,72,0.00,0.00,40.00
1,73,0.00,0.00,40.00
1,74,0.00,0.00,40.00
1,75,0.00,0.00,40.00
1,76,0.00,0.00,40.00
1,77,0.00,0.00,40.00
1,78,0.00,0.00,40.00
1,79,0.00,0.00,40.00
1,80,0.00,0.00,40.00
1,81,0.00,0.00,40.00
1,82,0.00,0.00,40.00
1,83,0.00,0.00,40.00
1,84,0.00,0.00,40.00
1,85,0.00,0.00,40.00
1,86,0.00,0.00,40.00
1,87,0.00,0.00,40.00
1,88,0.00,0.00,40.00
1,89,0.00,0.00,40.00
1,90,0.00,0.00,40.00
1,91,0.00,0.00,40.00
1,92,0.00,0.00,40.00
1,93,0.00,0.00,40.00
1,94,0.00,0.00,40.00
1,95,0.00,0.00,40.00
1,96,0.00,0.00,40.00
2,1,0.00,0.00,5.00
2,2,0.00,0.00,5.00
2,3,0.00,0.00,5.00
2,4,0.00,0.00,5.00
2,5,0.00,0.00,5.00
2,6,0.00,0.00,5.00
2,7,0.00,0.00,5.00
2,8,0.00,0.00,5.00
2,9,0.00,0.00,5.00
2,10,0.00,0.00,5.00
2,11,0.00,0.00,5.00
2,12,0.00,0.00,5.00
2,13,0.00,0.00,5.00
2,14,0.00,0.00,5.00
2,15,0.00,0.00,5.00
2,16,0.00,0.00,5.00
2,17,0.00,0.00,5.00
2,18,0.00,0.00,5.00
2,19,0.00,0.00,5.00
2,20,0.00,0.00,5.00
2,21,0.00,0.00,5.00
2,22,0.00,0.00,5.00
2,23,0.00,0.00,5.00
2,24,0.00,50.00,16.88
2,25,0.00,36.35,25.51
2,26,0.00,46.77,36.62
2,27,0.00,14.25,40.00
2,28,0.00,0.00,40.00
2,29,0.00,0.00,40.00
2,30,0.00,0.00,40.00
2,31,0.00,0.00,40.00
2,32,0.00,0.00,40.00
2,33,0.00,0.00,40.00
2,34,0.00,0.00,40.00
2,35,0.00,0.00,40.00
2,36,0.00,0.00,40.00
2,37,0.00,0.00,40.00
2,38,0.00,0.00,40.00
2,39,0.00,0.00,40.00
2,40,0.00,0.00,40.00
2,41,0.00,0.00,40.00
2,42,0.00,0.00,40.00
2,43,0.00,0.00,40.00
2,44,0.00,0.00,40.00
2,45,0.00,0.00,40.00
2,46,0.00,0.00,40.00
2,47,0.00,0.00,40.00
2,48,0.00,0.00,40.00
2,49,0.00,0.00,40.00
2,50,0.00,0.00,40.00
2,51,0.00,0.00,40.00
2,52,0.00,0.00,40.00
2,53,0.00,0.00,40.00
2,54,0.00,0.00,40.00
2,55,0.00,0.00,40.00
